72316210,Quadra QR 210 Conjunto 10,,Samambaia Norte (Samambaia),1448,7
72316211,Quadra QR 210 Conjunto 10-A,,Samambaia Norte (Samambaia),1448,7
72316212,Quadra QR 210 Conjunto 11,,Samambaia Norte (Samambaia),1448,7
72316214,Quadra QR 210 Conjunto 13,,Samambaia Norte (Samambaia),1448,7
72316215,Quadra QR 210 Conjunto 14,,Samambaia Norte (Samambaia),1448,7
72316216,Quadra QR 210 Conjunto 15,,Samambaia Norte (Samambaia),1448,7
72316217,Quadra QR 210 Conjunto 16,,Samambaia Norte (Samambaia),1448,7
72316218,Quadra QR 210 Conjunto 17,,Samambaia Norte (Samambaia),1448,7
72316219,Quadra QR 210 Conjunto 18,,Samambaia Norte (Samambaia),1448,7
72316220,Quadra QR 210 Conjunto 19,,Samambaia Norte (Samambaia),1448,7
72316221,Quadra QR 210 Conjunto 20,,Samambaia Norte (Samambaia),1448,7
72316222,Quadra QR 210 Conjunto 21,,Samambaia Norte (Samambaia),1448,7
72316223,Quadra QR 210 Conjunto 22,,Samambaia Norte (Samambaia),1448,7
72316224,Quadra QR 210 Conjunto 23,,Samambaia Norte (Samambaia),1448,7
72316225,Quadra QR 210 Conjunto 24,,Samambaia Norte (Samambaia),1448,7
72316226,Quadra QR 210 Conjunto 25,,Samambaia Norte (Samambaia),1448,7
72316227,Quadra QR 210 Conjunto 26,,Samambaia Norte (Samambaia),1448,7
72316228,Quadra QR 210 Conjunto 27,,Samambaia Norte (Samambaia),1448,7
72316300,Quadra QR 212,,Samambaia Norte (Samambaia),1448,7
72316301,Quadra QR 212 Conjunto 1,,Samambaia Norte (Samambaia),1448,7
72316302,Quadra QR 212 Conjunto 2,,Samambaia Norte (Samambaia),1448,7
72316303,Quadra QR 212 Conjunto 3,,Samambaia Norte (Samambaia),1448,7
72316304,Quadra QR 212 Conjunto 4,,Samambaia Norte (Samambaia),1448,7
72316305,Quadra QR 212 Conjunto 5,,Samambaia Norte (Samambaia),1448,7
72316306,Quadra QR 212 Conjunto 6,,Samambaia Norte (Samambaia),1448,7
72316307,Quadra QR 212 Conjunto 7,,Samambaia Norte (Samambaia),1448,7
72316308,Quadra QR 212 Conjunto 8,,Samambaia Norte (Samambaia),1448,7
72316309,Quadra QR 212 Conjunto 9,,Samambaia Norte (Samambaia),1448,7
72316310,Quadra QR 212 Conjunto 10,,Samambaia Norte (Samambaia),1448,7
72316311,Quadra QR 212 Conjunto 11,,Samambaia Norte (Samambaia),1448,7
72316312,Quadra QR 212 Conjunto 12,,Samambaia Norte (Samambaia),1448,7
72316313,Quadra QR 212 Conjunto 13,,Samambaia Norte (Samambaia),1448,7
72316314,Quadra QR 212 Conjunto 14,,Samambaia Norte (Samambaia),1448,7
72316315,Quadra QR 212 Conjunto 15,,Samambaia Norte (Samambaia),1448,7
72316316,Quadra QR 212 Conjunto 16,,Samambaia Norte (Samambaia),1448,7
72316317,Quadra QR 212 Conjunto 17,,Samambaia Norte (Samambaia),1448,7
72316318,Quadra QR 212 Conjunto 18,,Samambaia Norte (Samambaia),1448,7
72316319,Quadra QR 212 Conjunto 19,,Samambaia Norte (Samambaia),1448,7
72316325,Quadra EQ 212/412,,Samambaia Norte (Samambaia),1448,7
72316500,Quadra QN 206,,Samambaia Norte (Samambaia),1448,7
72316501,Quadra QN 206 Conjunto A,Comércio,Samambaia Norte (Samambaia),1448,7
72316502,Quadra QN 206 Conjunto B,Comércio,Samambaia Norte (Samambaia),1448,7
72316503,Quadra QN 206 Conjunto C,Comércio,Samambaia Norte (Samambaia),1448,7
72316504,Quadra QN 206 Conjunto D,Comércio,Samambaia Norte (Samambaia),1448,7
72316506,Quadra QN 206 Área Especial 1,,Samambaia Norte (Samambaia),1448,7
72316508,Quadra QN 206 Área Especial 2,,Samambaia Norte (Samambaia),1448,7
72316510,Quadra QN 208,,Samambaia Norte (Samambaia),1448,7
72316511,Quadra QN 208 Conjunto A,Comércio,Samambaia Norte (Samambaia),1448,7
72316512,Quadra QN 208 Conjunto B,Comércio,Samambaia Norte (Samambaia),1448,7
72316513,Quadra QN 208 Conjunto C,Comércio,Samambaia Norte (Samambaia),1448,7
